"","carat","cut","color","clarity","depth","table","price","x","y","z"
"3961",0.75,"Premium","G","VVS2",62.5,56,3486,5.84,5.78,3.63
"3962",0.26,"Ideal","E","VS1",62.1,56,556,4.09,4.12,2.55
"3963",0.78,"Premium","E","VS1",62.2,58,3538,5.9,5.86,3.66
"3964",0.86,"Ideal","H","SI2",61.8,55,2892,6.12,6.14,3.79
"3965",0.9,"Ideal","E","SI2",62.6,56,3200,6.15,6.06,3.82
"3966",0.9,"Good","I","IF",63.7,64,3734,6.02,6.07,3.85
"3967",0.71,"Ideal","E","VS2",59.5,57,3035,5.83,5.86,3.48
"3968",0.7,"Ideal","E","VS2",62.1,54,2839,5.69,5.72,3.54
"3969",0.71,"Premium","E","VS2",59.6,60,2902,5.85,5.8,3.47
"3970",1,"Premium","H","SI2",59.4,60,3360,6.55,6.49,3.87
"3971",0.82,"Ideal","E","SI1",62.1,55,3577,5.98,6,3.72
"3972",1.1,"Premium","I","SI2",59.3,62,3271,6.75,6.7,3.99
"3973",0.76,"Very Good","F","SI1",62.9,57,2770,5.79,5.81,3.65
"3974",0.9,"Good","F","SI1",63.1,57,3724,6.12,6.15,3.87
"3975",0.71,"Ideal","D","SI1",60.8,56,2863,5.8,5.77,3.52
"3976",0.9,"Premium","G","SI1",60.1,59,3326,6.25,6.2,3.74
"3977",1.03,"Very Good","G","I1",63.2,58,2988,6.44,6.34,4.04
"3978",0.73,"Ideal","E","VS2",62.2,56,3270,5.78,5.76,3.59
"3979",0.9,"Ideal","G","SI2",62.7,55,3428,6.11,6.17,3.85
"3980",1,"Premium","G","SI1",60.1,61,3634,6.44,6.4,3.86
"3981",0.8,"Ideal","D","SI1",61.7,56,3195,5.96,6,3.69
"3982",0.33,"Premium","F","SI2",63,58,557,4.42,4.4,2.78
"3983",0.26,"Very Good","D","VVS2",62.8,60,554,4.01,4.05,2.53
"3984",0.73,"Premium","F","VS2",62.7,58,2801,5.76,5.7,3.59
"3985",0.9,"Fair","F","SI2",65.7,59,2964,6.03,5.99,3.95
"3986",1.07,"Very Good","G","SI2",63.5,59,3655,6.52,6.46,4.12
"3987",0.81,"Premium","I","VVS2",62.9,59,3084,5.95,5.84,3.71
"3988",0.85,"Ideal","H","SI1",60.8,57,3183,6.13,6.18,3.74
"3989",0.7,"Good","E","VS1",61.2,58,3148,5.66,5.72,3.48
"3990",0.73,"Ideal","D","VS2",61.5,57,3346,5.81,5.83,3.58
"3991",1.24,"Premium","E","I1",61.1,62,3528,6.91,6.86,4.21
"3992",0.91,"Premium","J","SI1",59.5,62,2863,6.4,6.18,3.74
"3993",0.26,"Good","D","VS2",65.2,56,403,3.99,4.02,2.61
"3994",0.9,"Very Good","I","VS2",61.2,57,3720,6.15,6.2,3.78
"3995",0.79,"Premium","F","SI1",62.3,54,2862,5.97,5.91,3.7
"3996",0.76,"Ideal","H","SI1",61.3,55,3050,5.87,5.93,3.62
"3997",1.01,"Fair","F","SI2",66.7,64,3597,6.14,6.05,4.06
"3998",0.72,"Ideal","F","VS2",62.2,56,2956,5.75,5.73,3.57
"3999",1.02,"Premium","J","SI2",61.4,60,3455,6.5,6.44,3.97
"4000",0.71,"Ideal","D","VS1",62.5,57,3090,5.71,5.68,3.56
"4001",0.9,"Very Good","I","VS2",63.3,58,3519,6.07,6.13,3.86
"4002",0.24,"Ideal","G","VVS1",62.4,56,559,3.97,3.99,2.48
"4003",0.72,"Ideal","E","VS1",61.2,56,3409,5.78,5.83,3.55
"4004",0.72,"Ideal","F","SI1",61.5,56,2870,5.72,5.79,3.54
"4005",0.77,"Premium","D","VS2",61.8,58,3291,5.84,5.81,3.6
"4006",0.79,"Ideal","F","SI1",60.8,55,3210,5.98,6.05,3.66
"4007",0.9,"Very Good","H","SI2",62,58,3324,6.11,6.12,3.79
"4008",0.8,"Ideal","E","VS2",61.4,55,3192,5.96,5.99,3.67
"4009",0.73,"Premium","E","VS2",62.5,61,2862,5.78,5.64,3.59
"4010",0.9,"Good","G","SI2",63.6,57,3060,6.1,6.04,3.86
"4011",0.7,"Premium","E","VS2",61,59,3199,5.74,5.7,3.49
"4012",0.91,"Premium","H","SI1",62.2,56,3180,6.23,6.18,3.86
"4013",0.71,"Ideal","F","VS2",62.2,56,2915,5.74,5.71,3.56
"4014",0.71,"Ideal","E","VS1",62.4,54,2923,5.71,5.74,3.57
"4015",0.77,"Ideal","E","SI1",62.5,56,3000,5.87,5.91,3.68
"4016",1,"Fair","H","SI2",65.2,54,2912,6.3,6.22,4.08
"4017",0.76,"Ideal","E","SI1",60.6,57,2961,5.91,5.93,3.59
"4018",0.92,"Good","D","SI2",57.8,63,3277,6.4,6.36,3.69
"4019",0.7,"Very Good","F","VS1",62,57,2808,5.64,5.71,3.52
"4020",0.7,"Ideal","E","VS2",62.2,55,2981,5.67,5.71,3.54
"4021",0.71,"Very Good","E","VVS2",61.7,60,3376,5.7,5.74,3.53
"4022",0.9,"Very Good","F","SI2",62.3,58,3519,6.16,6.19,3.85
"4023",0.85,"Ideal","I","SI1",61.4,56,3392,6.06,6.12,3.74
"4024",1.01,"Very Good","I","I1",63.1,57,2896,6.39,6.35,4.02
"4025",0.62,"Premium","E","VVS1",61.9,59,3073,5.62,5.5,3.44
"4026",0.35,"Ideal","I","VS1",60.9,57,552,4.54,4.59,2.78
"4027",0.77,"Good","F","VS2",60.3,61,2911,5.89,5.96,3.57
"4028",0.9,"Fair","E","SI2",65,58,2930,6.08,6.04,3.94
"4029",0.38,"Ideal","F","SI2",62,55,568,4.67,4.69,2.9
"4030",0.59,"Very Good","D","VVS1",61.8,57,3234,5.37,5.41,3.33
"4031",1,"Fair","D","SI2",64.8,60,3304,6.23,6.18,4.02
"4032",0.33,"Ideal","G","SI2",61.9,56,557,4.45,4.41,2.74
"4033",1,"Fair","I","SI1",66,56,2912,6.31,6.24,4.13
"4034",0.94,"Very Good","F","SI2",62.4,58,3518,6.17,6.23,3.87
"4035",0.75,"Ideal","G","VVS2",62,56,3740,5.79,5.85,3.61
"4036",0.7,"Premium","G","VS1",63,60,2838,5.64,5.57,3.53
"4037",0.71,"Very Good","D","VS2",62.8,56,3045,5.67,5.7,3.57
"4038",0.9,"Premium","F","SI1",62.6,62,3437,6.13,6.11,3.83
"4039",0.31,"Good","I","VVS1",63.1,59,571,4.25,4.31,2.7
"4040",1.25,"Good","I","SI2",60.5,64,3465,6.91,6.82,4.15
"4041",0.82,"Ideal","F","SI1",61.3,55,3439,6.06,6.08,3.72
"4042",0.95,"Very Good","J","VS1",62.4,57,3365,6.25,6.29,3.91
"4043",0.76,"Ideal","E","SI2",62.1,56,2978,5.85,5.88,3.64
"4044",1,"Ideal","F","SI2",62.3,56,3696,6.34,6.27,3.93
"4045",0.75,"Premium","D","SI1",58.9,60,3105,5.99,5.97,3.52
"4046",0.8,"Premium","E","SI1",61.5,58,3356,5.93,5.97,3.66
"4047",1.01,"Good","I","VS1",64.2,60,3484,6.35,6.27,4.05
"4048",0.7,"Ideal","F","VS2",61.3,57,3008,5.7,5.76,3.51
"4049",0.74,"Ideal","G","VS1",60.9,55,3635,5.84,5.91,3.58
"4050",0.3,"Very Good","I","SI1",61.2,58,405,4.28,4.31,2.63
"4051",1.01,"Ideal","I","I1",61.5,57,2844,6.45,6.46,3.97
"4052",0.71,"Ideal","F","VS1",61.1,56,3701,5.76,5.8,3.53
"4053",0.73,"Ideal","F","SI1",61.7,55,3249,5.79,5.82,3.58
"4054",0.31,"Ideal","H","SI1",62.9,56,558,4.31,4.27,2.7
"4055",0.91,"Very Good","F","SI2",61.2,59,3688,6.2,6.22,3.8
"4056",0.7,"Ideal","F","SI1",61.6,55,2806,5.72,5.74,3.53
"4057",0.8,"Very Good","G","SI1",62.9,56,3070,5.88,5.95,3.72
"4058",0.74,"Ideal","F","SI1",61,57,2851,5.85,5.81,3.56
"4059",0.71,"Very Good","D","VS1",62.9,57,2910,5.6,5.66,3.54
"4060",0.72,"Ideal","D","SI1",61.2,56,3722,5.77,5.79,3.54
"4061",1.02,"Very Good","E","I1",60.4,62,3455,6.47,6.52,3.92
"4062",0.71,"Ideal","I","VVS2",60.4,57,3007,5.78,5.81,3.5
"4063",0.74,"Premium","G","VS1",61.7,58,2815,5.79,5.81,3.58
"4064",0.91,"Very Good","I","VS2",63,58,3340,6.07,6.15,3.85
"4065",0.72,"Ideal","D","VS1",61.6,56,3554,5.8,5.73,3.55
"4066",0.74,"Very Good","G","VVS1",63.2,56,3328,5.74,5.72,3.62
"4067",0.26,"Very Good","E","VVS2",60.8,61,564,4.12,4.13,2.51
"4068",0.71,"Ideal","D","SI1",60.9,57,3262,5.75,5.79,3.51
"4069",0.9,"Very Good","G","SI2",63.5,57,3350,6.09,6.13,3.88
"4070",0.71,"Premium","D","SI1",59.7,59,2863,5.82,5.8,3.47
"4071",0.9,"Good","E","SI1",64.3,62,3400,6,6.07,3.88
"4072",1.01,"Premium","F","SI2",60.9,60,3297,6.45,6.42,3.91
"4073",0.23,"Very Good","E","VS1",60.7,59,402,3.97,4.01,2.42
"4074",1.05,"Premium","E","I1",61.4,58,2964,6.53,6.46,3.99
"4075",0.9,"Good","E","SI2",63.7,63,3595,6.05,6.1,3.87
"4076",0.6,"Ideal","E","VVS1",62,53.7,3082,5.4,5.44,3.36
"4077",0.91,"Good","G","SI2",62.5,60,3149,6.05,6.08,3.79
"4078",0.7,"Ideal","E","VS1",62.3,54,3345,5.67,5.71,3.54
"4079",0.9,"Very Good","I","VS2",59.9,58,3709,6.17,6.22,3.71
"4080",1.07,"Ideal","H","SI1",61.5,54,3415,6.64,6.6,4.07
"4081",0.71,"Ideal","E","VS2",62,56,3304,5.72,5.75,3.55
"4082",0.77,"Very Good","H","VS1",62.2,57,3152,5.81,5.86,3.63
"4083",0.38,"Ideal","F","SI2",60.9,56,568,4.69,4.74,2.87
"4084",0.76,"Ideal","H","VVS2",61,56,3249,5.85,5.91,3.59
"4085",0.9,"Very Good","F","SI2",63.1,58,3457,6.13,6.11,3.86
"4086",0.7,"Ideal","D","SI1",61,59,2804,5.68,5.7,3.47
"4087",0.78,"Ideal","D","SI1",62.4,57,3035,5.87,5.89,3.67
"4088",0.76,"Ideal","D","VS2",61.8,55,3401,5.85,5.89,3.63
"4089",0.71,"Ideal","G","VVS2",62.5,57,3095,5.7,5.73,3.57
"4090",0.95,"Fair","F","SI2",56,60,2815,6.62,6.53,3.68
"4091",1.01,"Ideal","J","SI2",61.6,55,3732,6.45,6.5,3.99
"4092",1,"Premium","J","SI2",62.7,58,3293,6.32,6.28,3.95
"4093",1,"Very Good","I","SI2",62.4,63,3217,6.35,6.44,3.99
"4094",0.83,"Very Good","G","VS2",62.7,58,3195,5.97,6.03,3.76
"4095",0.78,"Very Good","E","SI1",59.8,57,3385,5.98,6.02,3.59
"4096",1,"Fair","E","SI2",67,53,3136,6.19,6.13,4.13
"4097",0.7,"Fair","D","VVS2",58.5,62,3296,5.72,5.81,3.37
"4098",0.79,"Ideal","E","SI1",62.1,54,3107,5.92,5.96,3.69
"4099",0.93,"Premium","J","VS2",61.1,59,3125,6.34,6.32,3.87
"4100",0.7,"Premium","D","VS1",60.9,60,3183,5.75,5.71,3.49
"4101",0.72,"Ideal","D","VS2",62,54.8,3543,5.73,5.76,3.56
"4102",1,"Ideal","J","SI2",62.1,56,3465,6.34,6.41,3.96
"4103",0.76,"Premium","E","VS2",60.3,60,3107,5.97,5.94,3.59
"4104",1,"Ideal","E","SI2",62.9,56,3450,6.32,6.3,3.97
"4105",1.09,"Very Good","E","SI2",63.1,58,3418,6.51,6.46,4.09
"4106",0.73,"Ideal","G","VS1",61.5,56,3270,5.8,5.77,3.56
"4107",0.31,"Very Good","G","SI2",61.8,59,408,4.3,4.34,2.67
"4108",0.9,"Good","I","VS2",63.7,61,3246,6.1,6.06,3.87
"4109",0.9,"Premium","E","SI1",62.4,57,3609,6.19,6.14,3.85
"4110",0.9,"Very Good","H","SI1",63.4,58,3387,6.16,6.11,3.89
"4111",0.7,"Ideal","E","VS2",61.5,54,2835,5.7,5.75,3.52
"4112",0.93,"Very Good","I","VS1",62.5,58,3562,6.2,6.25,3.89
"4113",1.22,"Premium","E","I1",60.9,57,2862,6.93,6.88,4.21
"4114",0.74,"Very Good","D","SI1",61.5,59,3138,5.76,5.82,3.56
"4115",0.71,"Ideal","G","VS1",61.8,55,3431,5.71,5.76,3.55
"4116",0.3,"Ideal","I","SI2",62,54,348,4.31,4.34,2.68
"4117",0.7,"Good","F","VVS1",61.2,61,3536,5.71,5.79,3.52
"4118",0.76,"Good","G","IF",64.6,61,3304,5.72,5.8,3.72
"4119",0.81,"Ideal","D","SI1",61.9,57,3353,6.01,5.97,3.71
"4120",0.71,"Ideal","F","VS1",61,56,3701,5.77,5.8,3.53
"4121",0.51,"Ideal","F","VVS1",62,57,2787,5.11,5.15,3.18
"4122",0.92,"Very Good","G","SI2",59.4,62,3618,6.34,6.36,3.77
"4123",0.71,"Ideal","E","VS1",62.3,56,3346,5.69,5.74,3.56
"4124",1.02,"Good","E","I1",63.1,60,3051,6.31,6.4,4.01
"4125",0.71,"Very Good","D","VVS2",62.7,59,3670,5.64,5.69,3.55
"4126",0.32,"Ideal","E","SI1",61,56,559,4.41,4.45,2.7
"4127",1.13,"Ideal","H","SI2",60.6,57,3670,6.79,6.77,4.11
"4128",0.71,"Premium","G","IF",62,58,3642,5.67,5.72,3.53
"4129",0.72,"Ideal","H","VVS2",60.9,56,3475,5.78,5.84,3.54
"4130",0.7,"Premium","F","VS2",59.5,58,2838,5.85,5.75,3.45
"4131",0.73,"Ideal","G","SI1",60.6,57,3089,5.84,5.87,3.55
"4132",0.57,"Ideal","D","VVS1",61.6,56,3126,5.33,5.35,3.29
"4133",1.01,"Premium","H","I1",58.1,59,3167,6.66,6.6,0
"4134",0.75,"Very Good","F","VS1",60.9,59,3220,5.83,5.87,3.56
"4135",0.94,"Good","D","SI2",57.9,61,3125,6.48,6.43,3.74
"4136",1.12,"Premium","J","SI2",60.7,61,3266,6.71,6.64,4.05
"4137",0.51,"Ideal","E","VVS1",61.3,56,3197,5.13,5.21,3.17
"4138",0.9,"Good","D","SI1",63.6,63,3689,6.07,6.03,3.85
"4139",0.75,"Very Good","E","VS1",61.9,58,3543,5.83,5.86,3.62
"4140",0.9,"Very Good","F","SI2",62.4,59,3519,6.12,6.16,3.83
"4141",0.7,"Ideal","H","VVS1",62.3,58,2866,5.66,5.7,3.54
"4142",0.7,"Good","E","VS1",60.2,61,3018,5.71,5.75,3.45
"4143",0.9,"Good","F","SI2",63.3,57,3116,6.08,6.14,3.87
"4144",0.71,"Ideal","D","VS2",61.4,57,3222,5.73,5.77,3.53
"4145",0.71,"Good","D","VS1",59.2,56,3524,5.84,5.85,3.46
"4146",0.75,"Ideal","E","VS1",62,55,3402,5.88,5.83,3.66
"4147",0.94,"Very Good","H","SI2",62.7,61,3624,6.21,6.24,3.9
"4148",0.3,"Good","F","VS2",63.4,59,565,4.23,4.25,2.69
"4149",0.96,"Fair","I","VS2",56.1,60,3215,6.62,6.58,3.7
"4150",0.26,"Ideal","E","VVS2",62.9,58,554,4.02,4.06,2.54
"4151",0.71,"Ideal","G","VS1",61.7,56,3431,5.72,5.75,3.53
"4152",0.31,"Premium","E","SI2",60.8,61,558,4.43,4.39,2.68
"4153",0.86,"Ideal","D","SI2",60.2,56,3284,6.16,6.19,3.72
"4154",0.32,"Ideal","H","VS1",60.2,56,561,4.44,4.49,2.69
"4155",1,"Good","J","SI2",57.8,61,3536,6.54,6.58,3.79
"4156",0.71,"Ideal","D","VS2",62.1,56,3321,5.71,5.75,3.56
"4157",0.52,"Ideal","F","IF",62.2,55,2783,5.14,5.18,3.21
"4158",0.9,"Premium","I","SI1",63,58,2861,6.09,6.01,3.81
"4159",0.74,"Ideal","E","SI1",62.3,58,2872,5.74,5.78,3.59
"4160",0.8,"Ideal","E","SI1",62.3,54,3622,5.95,5.97,3.71
"4161",0.77,"Very Good","H","VS1",61.3,60,2765,5.88,5.9,3.61
"4162",0.3,"Premium","H","SI1",60.9,59,554,4.31,4.29,2.62
"4163",0.71,"Very Good","H","VVS1",62.7,57,2938,5.66,5.72,3.57
"4164",0.71,"Premium","E","SI1",59.2,59,2817,5.86,5.83,3.46
"4165",0.73,"Ideal","H","VS1",61.9,55,2919,5.79,5.76,3.58
"4166",0.7,"Premium","G","VVS2",61.8,58,2874,5.67,5.63,3.49
"4167",0.29,"Very Good","E","VS1",62.4,55,555,4.2,4.25,2.63
"4168",0.75,"Ideal","E","VS2",61.6,57,2940,5.84,5.81,3.59
"4169",0.9,"Good","I","SI1",63.5,59,3176,6.05,6.1,3.86
"4170",0.82,"Ideal","E","SI2",62.1,56,2937,6.01,5.98,3.72
"4171",0.74,"Ideal","H","VVS1",62.5,55,3287,5.76,5.79,3.61
"4172",0.9,"Very Good","H","SI1",62.3,63,3447,6.06,6.13,3.8
"4173",0.79,"Ideal","F","SI1",62.5,57,2976,5.88,5.92,3.69
"4174",0.65,"Ideal","H","IF",61.5,55,3065,5.6,5.62,3.45
"4175",0.31,"Premium","E","SI2",60.9,60,558,4.38,4.35,2.66
"4176",0.91,"Very Good","F","SI1",63.3,60,3195,6.1,6.06,3.85
"4177",0.32,"Ideal","I","SI1",60.7,57,554,4.47,4.42,2.7
"4178",0.53,"Ideal","F","VVS1",61.4,57,2860,5.23,5.2,3.2
"4179",0.7,"Premium","E","VS2",61.5,59,2822,5.73,5.68,3.51
"4180",0.7,"Ideal","H","VVS1",61.6,57,2827,5.69,5.74,3.52
"4181",1,"Good","J","SI1",61.7,62,3690,6.37,6.4,3.94
"4182",0.62,"Ideal","G","VVS2",61.6,56,2861,5.48,5.51,3.38
"4183",0.9,"Very Good","F","SI2",61.6,56,3601,6.22,6.29,3.85
"4184",0.7,"Ideal","F","VS2",60.8,59,2850,5.69,5.79,3.49
"4185",0.72,"Very Good","F","VS2",62.5,58,2832,5.71,5.75,3.58
"4186",1.01,"Premium","I","SI2",59.6,62,3665,6.56,6.5,3.89
"4187",0.71,"Good","G","VVS1",62.7,61,3072,5.64,5.68,3.55
"4188",0.9,"Premium","G","SI1",61.9,59,3669,6.18,6.13,3.81
"4189",0.62,"Fair","F","IF",60.1,61,2861,5.53,5.56,3.33
"4190",1,"Fair","G","SI2",64.7,58,3541,6.24,6.19,4.02
"4191",0.83,"Very Good","H","VS2",59.4,59,3276,6.08,6.11,3.62
"4192",0.29,"Very Good","E","VS1",61.9,55,555,4.28,4.33,2.66
"4193",1.19,"Premium","E","I1",60.2,61,3572,6.91,6.87,4.15
"4194",0.74,"Ideal","G","VS1",61.2,56,3635,5.83,5.86,3.58
"4195",1.03,"Ideal","F","I1",61.1,55,3444,6.51,6.54,3.99
"4196",0.7,"Ideal","D","VS1",63.1,54,3618,5.62,5.65,3.56
"4197",0.9,"Premium","E","SI1",60.7,61,3625,6.19,6.17,3.75
"4198",0.71,"Very Good","F","VS1",62.8,56,2889,5.69,5.72,3.58
"4199",0.72,"Ideal","D","VS2",60.5,57,3275,5.81,5.83,3.52
"4200",0.72,"Ideal","E","VS2",62,57,2843,5.71,5.74,3.55
"4201",0.72,"Ideal","H","VS2",61.7,56,3122,5.74,5.77,3.56
"4202",0.96,"Good","J","VS2",63.9,58,3312,6.27,6.21,3.99
"4203",0.9,"Premium","D","SI2",59,61,3205,6.32,6.28,3.72
"4204",0.8,"Ideal","F","VS2",62.7,54,3429,5.91,5.95,3.72
"4205",0.71,"Premium","E","VS2",62.2,59,3062,5.71,5.61,3.52
"4206",0.71,"Very Good","E","VS2",63.5,59,2858,5.68,5.59,3.58
"4207",0.9,"Very Good","I","SI1",61.7,58,3274,6.17,6.21,3.82
"4208",0.91,"Very Good","J","VS2",61.9,59,3478,6.11,6.16,3.8
"4209",1,"Premium","H","SI2",61,60,3472,6.42,6.36,3.9
"4210",0.35,"Ideal","G","SI1",60.6,56,555,4.56,4.58,2.77
"4211",0.33,"Ideal","H","SI2",61.4,56,554,4.85,4.79,2.95
"4212",0.81,"Premium","E","VS2",61.5,58,3674,5.99,5.94,3.97
"4213",1.01,"Premium","J","SI2",61.2,59,3733,6.43,6.37,3.92
"4214",0.71,"Ideal","D","VS2",61.5,55,3299,5.75,5.79,3.55
"4215",0.9,"Good","H","SI2",64.3,60,3115,6,6.1,3.89
"4216",0.76,"Ideal","E","VS2",62.1,56,3431,5.83,5.87,3.63
"4217",0.78,"Premium","F","VS1",60.6,57,3342,6,5.95,3.62
"4218",0.7,"Ideal","H","IF",61.3,59,3309,5.69,5.72,3.5
"4219",1.05,"Fair","F","SI2",66,60,3615,6.3,6.22,4.13
"4220",1.05,"Ideal","H","SI2",62,57,3528,6.54,6.5,4.04
"4221",0.71,"Very Good","F","VS1",60.6,60,3218,5.68,5.73,3.46
"4222",0.71,"Ideal","D","SI1",60.8,57,3502,5.75,5.78,3.5
"4223",0.92,"Very Good","I","SI1",63.7,58,3345,6.12,6.18,3.92
"4224",1.04,"Very Good","I","SI2",61.6,58,3449,6.47,6.58,4.02
"4225",0.79,"Ideal","I","VS1",61.7,59,2888,5.93,5.96,3.67
"4226",0.24,"Very Good","F","SI1",60.9,61,404,4.02,4.03,2.45
"4227",0.31,"Ideal","D","SI1",61.7,57,571,4.34,4.38,2.69
"4228",0.9,"Premium","I","VS2",58.4,62,3276,6.35,6.29,3.69
"4229",0.79,"Ideal","G","SI1",62.3,57,2898,5.9,5.85,3.66
"4230",0.7,"Ideal","F","SI1",61.2,55,3119,5.74,5.76,3.52
"4231",0.88,"Ideal","I","SI1",63.2,56,3264,6.04,6.09,3.83
"4232",0.71,"Very Good","E","VS2",59.9,59,2921,5.77,5.81,3.47
"4233",0.3,"Very Good","J","VS2",62.2,57,357,4.28,4.3,2.67
"4234",0.8,"Very Good","F","VS2",63.2,55,3369,5.9,5.88,3.72
"4235",0.33,"Ideal","I","VVS1",61.7,55.7,570,4.43,4.45,2.74
"4236",0.91,"Fair","J","VS2",65.4,60,2854,6.04,6,3.94
"4237",0.27,"Very Good","E","VS1",63.8,60,407,4.03,4.09,2.59
"4238",0.71,"Ideal","E","VS2",62.1,57,3191,5.71,5.75,3.56
"4239",0.86,"Fair","E","SI2",55.1,69,2757,6.45,6.33,3.52
"4240",0.32,"Ideal","I","SI1",60.9,55,404,4.45,4.48,2.72
"4241",0.72,"Very Good","E","VS2",63.8,57,3035,5.66,5.69,3.62
"4242",1,"Good","F","SI2",59.4,64,3259,6.52,6.48,3.86
"4243",0.9,"Good","G","SI1",64.5,57,3615,6.04,6.09,3.91
"4244",1.01,"Good","G","SI2",63.6,58,3626,6.31,6.37,4.03
"4245",1.1,"Good","H","SI2",57.6,61,3696,6.82,6.73,3.9
"4246",0.8,"Premium","F","SI1",61.5,60,2890,5.97,5.94,3.66
"4247",0.91,"Very Good","F","SI2",63,59,3405,6.12,6.17,3.87
"4248",0.71,"Very Good","E","VVS2",63.4,58,3340,5.64,5.69,3.59
"4249",0.9,"Good","J","SI1",64,61,2873,6,5.96,3.83
"4250",1.11,"Premium","J","SI1",59.5,58,3524,6.89,6.77,4.07
"4251",1,"Fair","G","SI2",64.6,67,3142,6.25,6.19,4.02
"4252",0.9,"Very Good","I","VS1",63.5,57,3484,6.06,6.03,3.84
"4253",0.7,"Ideal","G","VVS2",63,55,2993,5.65,5.69,3.57
"4254",0.71,"Very Good","E","VS1",62.1,60,3192,5.65,5.71,3.53
"4255",0.24,"Ideal","F","VS1",61.8,54,572,3.99,4.03,2.48
"4256",0.83,"Very Good","H","SI1",62.5,59,2800,5.95,6.02,3.74
"4257",0.82,"Ideal","E","VS1",60,55,3306,6.18,6.08,3.68
"4258",0.31,"Premium","I","VS2",60.8,58,558,4.37,4.34,2.65
"4259",0.9,"Premium","J","SI1",60.4,59,3141,6.27,6.24,3.78
"4260",0.73,"Ideal","E","VS2",61.7,57,3649,5.77,5.8,3.57
"4261",0.57,"Good","E","VVS1",59.1,65,2990,5.34,5.43,3.18
"4262",1.2,"Fair","I","I1",62.2,66,3011,6.77,6.7,4.2
"4263",1.01,"Fair","H","SI2",64.5,54,3167,6.26,6.15,4
"4264",0.73,"Premium","G","VS2",59.2,59,2770,5.92,5.87,3.49
"4265",0.36,"Ideal","H","SI1",61.9,55,556,4.57,4.59,2.83
"4266",0.79,"Very Good","E","SI1",63.3,56.3,3138,5.85,5.88,3.71
"4267",0.28,"Very Good","E","VVS2",60.1,62,572,4.25,4.27,2.56
"4268",0.98,"Fair","H","SI2",67.9,60,2777,6.05,5.97,4.08
"4269",0.9,"Good","H","SI1",62.8,62,3447,6.05,6.09,3.81
"4270",0.77,"Ideal","E","SI1",61.6,57,3218,5.91,5.87,3.63
"4271",0.92,"Fair","F","SI1",64.9,58,3117,6.1,6.04,3.94
"4272",0.71,"Ideal","H","VVS1",61.8,56,3014,5.7,5.75,3.54
"4273",1.17,"Fair","I","I1",65.4,62,2935,6.68,6.57,4.33
"4274",0.73,"Premium","E","VS1",60.9,61,3311,5.81,5.79,3.53
"4275",0.77,"Very Good","G","VS2",61.3,60,2896,5.81,5.91,3.59
"4276",0.31,"Premium","H","SI1",62.4,57,558,4.35,4.31,2.7
"4277",0.76,"Ideal","I","VS2",61.3,56,2793,5.87,5.91,3.61
"4278",0.7,"Very Good","E","VS2",61,60,2850,5.74,5.77,3.51
"4279",0.32,"Ideal","H","VS1",61.5,57,561,4.4,4.42,2.71
"4280",0.71,"Premium","D","VS1",61.6,58,3479,5.78,5.72,3.54
"4281",1.01,"Ideal","J","SI1",60.5,56,3599,6.49,6.53,3.94
"4282",0.9,"Very Good","G","SI1",63.2,59,3669,6.1,6.05,3.84
"4283",0.34,"Good","E","SI1",63.4,55,556,4.44,4.46,2.82
"4284",0.89,"Good","F","SI1",64.3,55,3663,6.12,6.01,3.9
"4285",0.8,"Ideal","H","VS2",62.1,54,3030,5.96,5.99,3.71
"4286",0.98,"Good","H","SI2",57.9,56,2898,6.51,6.47,3.76
"4287",0.36,"Good","H","VS2",63.7,55,568,4.49,4.52,2.87
"4288",0.91,"Premium","E","SI2",62.8,61,3639,6.09,6.07,3.82
"4289",0.26,"Very Good","F","VVS2",59.2,60,554,4.19,4.22,2.49
"4290",0.9,"Good","H","SI2",63.5,58,2889,6.09,6.14,3.88
"4291",0.77,"Ideal","I","SI1",61.5,56,2946,5.9,5.93,3.64
"4292",0.71,"Premium","F","VS2",62.6,58,2803,5.7,5.67,3.56
"4293",0.32,"Ideal","G","VS2",61.8,57,561,4.38,4.42,2.72
"4294",0.73,"Ideal","E","VS1",61.4,55,3471,5.8,5.82,3.57
"4295",0.74,"Ideal","I","VS1",62,56,2947,5.79,5.82,3.6
"4296",0.7,"Premium","E","SI1",62.7,59,2777,5.67,5.63,3.54
"4297",0.3,"Premium","D","SI1",62.6,59,552,4.23,4.27,2.66
"4298",0.79,"Premium","D","SI1",61.4,59,3058,5.96,5.89,3.64
"4299",0.7,"Very Good","D","VS2",62.6,58,3053,5.67,5.7,3.56
"4300",0.9,"Very Good","E","SI2",63.2,59,3526,6.1,6.15,3.87
"4301",0.92,"Premium","J","SI1",62.9,58,2858,6.22,6.18,3.9
"4302",0.91,"Very Good","D","SI2",62,62,3463,6.16,6.25,3.85
"4303",0.74,"Premium","D","VS1",62.7,56,3365,5.8,5.77,3.63
"4304",0.83,"Ideal","E","SI2",61.9,53,3049,6.08,6.04,3.75
"4305",0.77,"Premium","F","VS1",60.9,60,2859,5.91,5.88,3.59
"4306",0.9,"Premium","I","VVS2",60.9,59,3730,6.25,6.22,3.8
"4307",0.3,"Very Good","I","VS2",62.7,56,407,4.27,4.28,2.68
"4308",0.74,"Premium","E","VS1",62.7,58,2999,5.83,5.74,3.63
